bridge_id,component_id,timestamp,scenario,data_source,traffic_load,heavy_vehicle_percentage,temperature,rainfall,environmental_exposure,age,cumulative_load,last_maintenance_years,maintenance_delay,previous_health,material_factor,protection,type_code,health_score,target_health_1y
SYN-0000,DECK_0,2010-01-01,Normal operation,SYNTHETIC,75.30714315613761,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,29.293048197466057,30.07466475011893,29.293048197466057,0.0,0.0,1.3730827168908353,0.0,0,0.0,0.0
SYN-0000,DECK_0,2011-01-01,Normal operation,SYNTHETIC,76.74541977195022,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,30.293048197466042,31.101347413779738,30.293048197466042,0.0,0.0,1.3730827168908353,0.0,0,0.0,0.0
SYN-0000,DECK_0,2012-01-01,Normal operation,SYNTHETIC,77.83155611056131,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,31.293048197466028,32.14763849179696,31.293048197466028,0.0,0.0,1.3730827168908353,0.0,0,0.0,0.0
SYN-0000,DECK_0,2013-01-01,Normal operation,SYNTHETIC,78.29962811594977,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,32.29304819746603,33.20873716046879,32.29304819746603,0.0,0.0,1.3730827168908353,0.0,0,0.0,0.0
SYN-0000,DECK_0,2014-01-01,Normal operation,SYNTHETIC,78.03503543661466,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,33.29304819746606,34.27621718146842,33.29304819746606,0.0,0.0,1.3730827168908353,0.0,0,0.0,0.0
SYN-0000,DECK_0,2015-01-01,Normal operation,SYNTHETIC,77.10255958844948,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,34.293048197466085,35.340089938861674,34.293048197466085,0.0,0.0,1.3730827168908353,0.0,0,0.0,0.0
SYN-0000,DECK_0,2016-01-01,Normal operation,SYNTHETIC,75.73050318031721,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,35.29304819746611,36.39125000065301,0.0,0.0,22.0,1.3730827168908353,0.9,0,22.0,19.486
SYN-0000,DECK_0,2017-01-01,Normal operation,SYNTHETIC,74.25479347306876,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,36.29304819746614,37.423704446101006,1.0,0.0,19.486,1.3730827168908353,0.8199999999999995,0,19.486,16.9233
SYN-0000,DECK_0,2018-01-01,Normal operation,SYNTHETIC,73.03673567021383,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,37.29304819746617,38.43604014172616,1.9999999999999991,0.0,16.9233,1.3730827168908353,0.739999999999999,0,16.9233,14.4231
SYN-0000,DECK_0,2019-01-01,Normal operation,SYNTHETIC,72.37455280314232,18.16635319256157,34.04074175751871,1779.604459571696,0.21592414352135467,38.2930481974662,39.43176972567171,3.000000000000001,0.0,14.4231,1.3730827168908353,0.6599999999999985,0,14.4231,11.5715
